218.573, 129.153, 8.333, 16.800 False
218.157, 129.147, 8.333, 16.850 False
217.740, 129.141, 8.333, 16.900 False
217.323, 129.136, 8.333, 16.950 False
216.907, 129.131, 8.333, 17.000 False
216.490, 129.126, 8.333, 17.050 False
216.074, 129.121, 8.333, 17.100 False
215.657, 129.118, 8.333, 17.150 False
215.240, 129.114, 8.333, 17.200 False
214.824, 129.110, 8.333, 17.250 False
214.407, 129.106, 8.333, 17.300 False
213.990, 129.103, 8.333, 17.350 False
213.574, 129.100, 8.333, 17.400 False
213.157, 129.097, 8.333, 17.450 False
212.740, 129.094, 8.333, 17.500 False
212.324, 129.091, 8.333, 17.550 False
211.907, 129.089, 8.333, 17.600 False
211.490, 129.087, 8.333, 17.650 False
211.074, 129.084, 8.333, 17.700 False
210.657, 129.082, 8.333, 17.750 False
210.240, 129.080, 8.333, 17.800 False
209.824, 129.079, 8.333, 17.850 False
209.407, 129.078, 8.333, 17.900 False
208.990, 129.076, 8.333, 17.950 False
208.574, 129.075, 8.333, 18.000 False
208.157, 129.074, 8.333, 18.050 False
207.740, 129.073, 8.333, 18.100 False
207.324, 129.073, 8.333, 18.150 False
206.907, 129.072, 8.333, 18.200 False
206.490, 129.072, 8.333, 18.250 False
206.074, 129.072, 8.333, 18.300 False
205.657, 129.072, 8.333, 18.350 False
205.240, 129.072, 8.333, 18.400 False
204.824, 129.072, 8.333, 18.450 False
204.407, 129.073, 8.333, 18.500 False
203.990, 129.073, 8.333, 18.550 False
203.574, 129.074, 8.333, 18.600 False
203.157, 129.075, 8.333, 18.650 False
202.740, 129.076, 8.333, 18.700 False
202.324, 129.077, 8.333, 18.750 False
201.907, 129.078, 8.333, 18.800 False
201.490, 129.080, 8.333, 18.850 False
201.074, 129.081, 8.333, 18.900 False
200.657, 129.083, 8.333, 18.950 False
200.240, 129.085, 8.333, 19.000 False
199.824, 129.087, 8.333, 19.050 False
199.407, 129.089, 8.333, 19.100 False
198.990, 129.091, 8.333, 19.150 False
198.574, 129.094, 8.333, 19.200 False
198.157, 129.096, 8.333, 19.250 False
197.740, 129.099, 8.333, 19.300 False
197.324, 129.101, 8.333, 19.350 False
196.907, 129.104, 8.333, 19.400 False
196.490, 129.107, 8.333, 19.450 False
196.074, 129.110, 8.333, 19.500 False
195.657, 129.113, 8.333, 19.550 False
195.241, 129.117, 8.333, 19.600 False
194.824, 129.120, 8.333, 19.650 False
194.407, 129.123, 8.333, 19.700 False
193.991, 129.127, 8.333, 19.750 False
193.574, 129.130, 8.333, 19.800 False
193.157, 129.134, 8.333, 19.850 False
192.741, 129.138, 8.333, 19.900 False
192.324, 129.142, 8.333, 19.950 False
191.907, 129.145, 8.333, 20.000 False
191.491, 129.149, 8.333, 20.050 False
191.074, 129.153, 8.333, 20.100 False
190.657, 129.158, 8.333, 20.150 False
190.241, 129.162, 8.333, 20.200 False
189.824, 129.166, 8.333, 20.250 False
189.407, 129.170, 8.333, 20.300 False
188.991, 129.175, 8.333, 20.350 False
188.574, 129.179, 8.333, 20.400 False
188.158, 129.184, 8.333, 20.450 False
187.741, 129.188, 8.333, 20.500 False
187.324, 129.193, 8.333, 20.550 False
186.908, 129.198, 8.333, 20.600 False
186.491, 129.203, 8.333, 20.650 False
186.075, 129.207, 8.333, 20.700 False
185.658, 129.212, 8.333, 20.750 False
185.241, 129.217, 8.333, 20.800 False
184.825, 129.222, 8.333, 20.850 False
184.408, 129.227, 8.333, 20.900 False
183.992, 129.232, 8.333, 20.950 False
183.575, 129.237, 8.333, 21.000 False
183.158, 129.242, 8.333, 21.050 False
182.742, 129.247, 8.333, 21.100 False
182.325, 129.252, 8.333, 21.150 False
181.909, 129.257, 8.333, 21.200 False
181.492, 129.262, 8.333, 21.250 False
181.075, 129.268, 8.333, 21.300 False
180.659, 129.273, 8.333, 21.350 False
180.242, 129.278, 8.333, 21.400 False
179.826, 129.283, 8.333, 21.450 False
179.409, 129.288, 8.333, 21.500 False
178.992, 129.293, 8.333, 21.550 False
178.576, 129.299, 8.333, 21.600 False
178.159, 129.304, 8.333, 21.650 False
177.743, 129.309, 8.333, 21.700 False
177.326, 129.314, 8.333, 21.750 False
176.909, 129.319, 8.333, 21.800 False
176.493, 129.324, 8.333, 21.850 False
176.076, 129.330, 8.333, 21.900 False
175.660, 129.335, 8.333, 21.950 False
175.243, 129.340, 8.333, 22.000 False
174.826, 129.345, 8.333, 22.050 False
174.410, 129.350, 8.333, 22.100 False
173.993, 129.355, 8.333, 22.150 False
173.577, 129.360, 8.333, 22.200 False
173.160, 129.365, 8.333, 22.250 False
172.743, 129.370, 8.333, 22.300 False
172.327, 129.375, 8.333, 22.350 False
171.910, 129.380, 8.333, 22.400 False
171.494, 129.385, 8.333, 22.450 False
171.077, 129.390, 8.333, 22.500 False
170.660, 129.395, 8.333, 22.550 False
170.244, 129.400, 8.333, 22.600 False
169.827, 129.404, 8.333, 22.650 False
169.411, 129.409, 8.333, 22.700 False
168.994, 129.414, 8.333, 22.750 False
168.577, 129.419, 8.333, 22.800 False
168.161, 129.423, 8.333, 22.850 False
